date,net_inflow,cash_balance,pred_outflow,pred_inflow,daily_nonfood_sales,daily_food_sales,daily_total_sales,supplier_revenue_monthly,cogs_payment,pos_commission_rate,waste_rate,daily_salary,services,logistics,marketing,it,admin,other,insurance,taxes,rent,year,month,day,week_day,holiday,actual_holiday,weekend,oil_price,euribor,consumer_confidence,inflation_index,consumer_prices,fao,pandemic_uncertainty
2019-01-23,498628.36782324204,10712481.80991825,-38379557.864199184,47829283.638774335,97991.53,412813.19,510804.70390228793,0.0,0.0,-4508.964775963755,-7667.371303082171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,23,2,0,0,0,61.13999938964844,-0.3083193548387097,101.09603548387098,102.47096774193548,110.3,99.29492201392571,0.0313795533333333
2019-01-24,513218.78016646166,11225700.590084713,-38383236.38444656,47983479.67329803,100859.12,424892.36000000004,525751.4342474069,0.0,0.0,-4640.908390283822,-7891.745690661384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,24,3,0,0,0,61.09000015258789,-0.3083338709677419,101.0890870967742,102.47419354838708,110.3,99.24181757190765,0.0328058966666666
2019-01-25,657509.1823875685,11883209.772472281,-38378797.09825809,47797163.76490506,129215.77,544349.64,673565.3983147201,0.0,0.0,-5945.698354273896,-10110.517572877752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,25,4,0,0,0,61.63999938964844,-0.3083483870967742,101.08213870967742,102.47741935483872,110.3,99.18871312988956,0.03423224
2019-01-26,579565.0858459517,12462774.858318232,-38380790.19837871,47880655.661026865,113898.24,479819.70999999996,593717.9538880547,0.0,0.0,-5240.8756836433,-8911.992358459658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,26,5,1,0,1,61.63999938964844,-0.3083629032258064,101.07519032258064,102.48064516129033,110.3,99.13560868787144,0.0356585833333333
2019-01-27,544969.5276906339,13007744.386008866,-38381503.19854354,47910462.53827524,107099.66,451177.94,558277.6053969885,0.0,0.0,-4928.04263126889,-8380.035075085607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,27,6,1,0,1,61.63999938964844,-0.3083774193548387,101.06824193548388,102.48387096774194,110.3,99.08250424585336,0.0370849266666666
2019-01-28,546967.1997367037,13554711.58574557,-38381355.261894554,47904158.8711782,107492.53,452831.54,560324.0868922354,0.0,0.0,-4946.11391614164,-8410.773239390048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,28,0,0,0,0,59.93000030517578,-0.3083919354838709,101.0612935483871,102.48709677419356,110.3,99.02939980383528,0.03851127
2019-01-29,525995.9336235644,14080707.519369135,-38381891.25688583,47926544.94991639,103371.42,435469.27,538840.7301325845,0.0,0.0,-4756.481540237125,-8088.314968782861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,29,1,0,0,0,61.31999969482422,-0.3084064516129032,101.05434516129031,102.49032258064516,110.3,98.9762953618172,0.0399376133333333
2019-01-30,570266.1840698819,14650973.703439018,-39964056.765621506,48154855.953246675,112071.94,472120.14,584192.0857231257,0.0,0.0,-5156.816031306847,-8769.085621936867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,30,2,0,0,0,61.650001525878906,-0.3084209677419355,101.04739677419356,102.49354838709678,110.3,98.9231909197991,0.0413639566666666
2019-01-31,-870164.675474697,13780809.02796432,-38387760.069402605,47848880.54811704,117388.84,494516.8,611905.631806213,104000.0,0.0,-5401.457879030512,-9185.104442202073,-1571483.7449596776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,1,31,3,0,0,0,61.88999938964844,-0.3084354838709677,101.04044838709676,102.4967741935484,110.3,98.87008647778102,0.0427903
2019-02-01,592642.0330227447,14373451.060987065,-38385851.35830642,47768717.39093715,116469.96,490644.46,607114.4108324213,0.0,0.0,-5359.171562477148,-9113.206247199423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,1,4,0,0,0,61.869998931884766,-0.30845,101.0335,102.5,110.3,98.81698203576292,0.0442166433333333
2019-02-02,503187.3913174471,14876638.452304512,-38387868.46033455,47853228.52469642,98890.0,416585.31,515475.30224003317,0.0,0.0,-4550.253059720227,-7737.657862865831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,2,5,1,0,1,61.869998931884766,-0.3084764455782313,101.02640357142856,102.51071428571429,110.29642857142856,98.7911410367616,0.0456429866666666
2019-02-03,474719.70771392056,15351358.160018431,-38388246.67435144,47869005.883806534,93295.55,393016.88,486312.45672304666,0.0,0.0,-4292.8296665895205,-7299.919342536612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,3,6,1,0,1,61.869998931884766,-0.3085028911564625,101.01930714285714,102.52142857142856,110.29285714285714,98.76530003776028,0.04706933
2019-02-04,477312.14998724934,15828670.310005682,-38867413.305134535,47875908.4557199,93805.27,395162.93,488968.23022933584,0.0,0.0,-4316.278696801897,-7339.801545284592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,4,0,0,0,0,62.5099983215332,-0.3085293367346938,101.01221071428571,102.53214285714286,110.28928571428573,98.73945903875897,0.0484956733333333
2019-02-05,-26021.286718793894,15802649.023286888,-38389186.97824128,47908276.06231514,89023.31,375017.26,464040.58714693744,0.0,0.0,-4096.239858391687,-6965.634007339676,0.0,0.0,0.0,0.0,-75000.0,-59000.0,0.0,0.0,0.0,-345000.0,2019,2,5,1,0,0,0,61.97999954223633,-0.3085557823129251,101.00511428571428,102.54285714285714,110.28571428571428,98.71361803975763,0.0499220166666666
2019-02-06,499227.49433844676,16301876.517625336,-47388278.0572937,47860787.85999703,98112.76,413306.02,511418.8013173488,0.0,0.0,-4514.46900495944,-7676.8379739425545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,6,2,0,0,0,62.68999862670898,-0.3085822278911564,100.99801785714286,102.55357142857144,110.28214285714286,98.68777704075632,0.05134836
2019-02-07,509313.6774580863,16811190.19508342,-47387850.856953524,47842778.11833091,100095.26,421656.07,521751.31735753606,0.0,0.0,-4605.683732823716,-7831.956166626047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,7,3,0,0,0,61.630001068115234,-0.3086086734693877,100.99092142857144,102.56428571428572,110.27857142857142,98.661936041755,0.0527747033333333
2019-02-08,565384.6326648308,17376574.827748254,-47386814.51617032,47799209.75377458,111115.15,468076.41,579191.5749045791,0.0,0.0,-5112.735991676904,-8694.206248071445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,8,4,0,0,0,62.09999847412109,-0.308635119047619,100.983825,102.575,110.275,98.63609504275368,0.0542010466666666
2019-02-09,505000.04311510245,17881574.870863352,-47388399.29594647,47865586.92148602,99248.02,418084.37,517332.3915832164,0.0,0.0,-4566.688351466189,-7765.660116647745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,9,5,1,0,1,62.09999847412109,-0.3086615646258503,100.97672857142858,102.58571428571427,110.27142857142856,98.61025404375236,0.05562739
2019-02-10,487933.1061337332,18369507.97699709,-47388438.30353454,47867134.678313375,95894.09,403954.62,499848.695525989,0.0,0.0,-4412.359038002597,-7503.230354253229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,10,6,1,0,1,62.09999847412109,-0.3086880102040816,100.96963214285717,102.59642857142858,110.26785714285714,98.58441304475105,0.0570537333333333
2019-02-11,473774.1788387076,18843282.155835796,-47388610.79340063,47874283.44854569,93111.64,392232.4,485344.02270773554,0.0,0.0,-4284.326280167411,-7285.51758886053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,11,0,0,0,0,61.5099983215332,-0.3087144557823129,100.96253571428572,102.60714285714286,110.26428571428572,98.55857204574971,0.0584800766666666
2019-02-12,460690.6637796631,19303972.819615457,-47388660.33450601,47876277.90428534,90540.55,381400.48000000004,471941.02300544106,0.0,0.0,-4166.0181439435755,-7084.3410818343655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,12,1,0,0,0,62.41999816894531,-0.3087409013605441,100.95543928571428,102.61785714285716,110.26071428571429,98.5327310467484,0.05990642
2019-02-13,495136.65936562215,19799109.47898108,-47387860.12180449,47842626.170591414,97310.54999999999,409917.69,507228.2359105407,0.0,0.0,-4477.518837398849,-7614.057707519688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,13,2,0,0,0,63.61000061035156,-0.3087673469387754,100.94834285714286,102.62857142857143,110.25714285714284,98.50689004774708,0.0613327633333333
2019-02-14,511281.7032934809,20310391.18227456,-53227224.46168179,47819142.52536699,100483.84,423283.75,523767.5778459759,0.0,0.0,-4623.524737164534,-7862.349815330367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,14,3,0,0,0,64.56999969482422,-0.3087937925170067,100.94124642857145,102.63928571428572,110.25357142857143,98.48104904874576,0.0627591066666666
2019-02-15,-452423.9439417304,19857967.23833283,-52206344.77489418,47783417.97077454,111553.81,469914.01,581467.811548788,0.0,0.0,-5132.876607698945,-8728.516497310406,0.0,-569741.6137805984,-223847.76088169642,-110000.0,0.0,0.0,-116440.98772321428,0.0,0.0,0.0,2019,2,15,4,0,0,0,66.25,-0.308820238095238,100.93415,102.65,110.25,98.45520804974444,0.06418545
2019-02-16,497368.29268584144,20355335.531018674,-52208031.957736015,47854090.426151276,97749.9,411764.55,509514.44009106135,0.0,0.0,-4497.71793302287,-7648.429472197031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,16,5,1,0,1,66.25,-0.3088466836734693,100.92705357142856,102.66071428571428,110.24642857142857,98.42936705074312,0.0656117933333333
2019-02-17,487626.18626272096,20842961.717281397,-52208281.92498447,47864486.01798861,95835.47,403698.97,499534.4470571962,0.0,0.0,-4409.625786559205,-7498.635007916021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,17,6,1,0,1,66.25,-0.3088731292517006,100.91995714285714,102.67142857142856,110.24285714285716,98.4035260517418,0.0670381366666666
2019-02-18,472052.7372463008,21315014.454527695,-52208605.99559292,47877992.37249833,92774.99,390805.70999999996,483580.7037931871,0.0,0.0,-4268.800207309649,-7259.16633957666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,18,0,0,0,0,66.25,-0.3088995748299318,100.91286071428571,102.68214285714284,110.23928571428571,98.37768505274047,0.06846448
2019-02-19,446969.72596841474,21761984.18049611,-52208938.62959156,47891862.391056634,87845.5,370039.64,457885.1638553246,0.0,0.0,-4041.9786070945415,-6873.459279815335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,19,1,0,0,0,66.44999694824219,-0.3089260204081631,100.90576428571428,102.69285714285714,110.23571428571428,98.35184405373916,0.0698908233333333
2019-02-20,497631.5253127415,22259615.705808852,-52208026.569661885,47853519.60578965,97802.62,411981.56,509784.1982311154,0.0,0.0,-4500.122968622249,-7652.549949751636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,20,2,0,0,0,67.08000183105469,-0.3089524659863944,100.89866785714284,102.70357142857142,110.23214285714286,98.32600305473784,0.0713171666666666
2019-02-21,518343.1668562472,22777958.8726651,-52207721.62037255,47840635.84794176,101873.45999999999,429128.18,531001.6647167198,0.0,0.0,-4687.426484788707,-7971.071375683948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,21,3,0,0,0,67.06999969482422,-0.3089789115646257,100.89157142857142,102.71428571428572,110.22857142857144,98.30016205573652,0.07274351
2019-02-22,567688.3864061157,23345647.259071216,-52206365.18130952,47783642.90193698,111571.89,469980.08,581551.975288779,0.0,0.0,-5133.6670100029905,-8729.92187266027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,22,4,0,0,0,67.12000274658203,-0.309005357142857,100.884475,102.725,110.225,98.2743210567352,0.0741698533333333
2019-02-23,505168.1949196891,23850815.453990906,-52208146.851978615,47858275.75442532,99284.61,418220.39,517504.99513829127,0.0,0.0,-4568.296444651432,-7768.503773950787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,23,5,1,0,1,67.12000274658203,-0.3090318027210883,100.87737857142858,102.73571428571428,110.22142857142858,98.24848005773389,0.0755961966666666
2019-02-24,487191.4130778245,24338006.867068727,-52210435.96125317,47954193.96670426,95751.76000000001,403337.49,499089.2230078166,0.0,0.0,-4405.736288135769,-7492.073641856337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,24,6,1,0,1,67.12000274658203,-0.3090582482993196,100.87028214285716,102.74642857142857,110.21785714285714,98.22263905873255,0.07702254
2019-02-25,549260.2978843356,24887267.164953064,-52210725.273560286,47966228.269055165,107950.92,454723.0,562673.93273637,0.0,0.0,-4967.040227407528,-8446.594624626865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,25,0,0,0,0,64.76000213623047,-0.3090846938775509,100.86318571428572,102.75714285714284,110.21428571428572,98.19679805973124,0.0784488833333333
2019-02-26,522698.82127837685,25409965.986231443,-52210965.17599859,47976195.08161681,102730.84999999999,432732.97000000003,535463.8166588689,0.0,0.0,-4726.847436017295,-8038.147944474788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,26,1,0,0,0,65.20999908447266,-0.3091111394557821,100.85608928571428,102.76785714285714,110.21071428571427,98.17095706072992,0.0798752266666666
2019-02-27,567891.1469661605,25977857.133197602,-52209770.39127107,47925982.42197479,111613.17,470146.64,581759.8262933096,0.0,0.0,-5135.53573246747,-8733.143594681593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,27,2,0,0,0,66.38999938964844,-0.3091375850340134,100.84899285714286,102.77857142857142,110.20714285714286,98.1451160617286,0.08130157
2019-02-28,-868029.1196465784,25109828.013551023,-50633135.58063855,47793929.34907454,118698.41,499990.06,618688.4782448576,104000.0,0.0,-5461.533859646932,-9287.52329518204,-1575968.540736607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,2,28,3,0,0,0,66.02999877929688,-0.3091640306122447,100.84189642857145,102.78928571428573,110.20357142857144,98.11927506272728,0.0827279133333333
2019-03-01,584130.9693270639,25693958.982878085,-52879518.63190557,47817602.02278483,114805.54000000001,483590.75,598396.3045737194,0.0,0.0,-5282.409665308319,-8982.925581347297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,1,4,0,0,0,65.06999969482422,-0.309190476190476,100.8348,102.8,110.2,98.09343406372597,0.0841542566666666
2019-03-02,498873.7029292088,26192832.685807295,-54464381.42218574,48096813.71267972,98049.27,413007.7,511056.95505703054,0.0,0.0,-4511.417819998586,-7671.834307823185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,2,5,1,0,1,65.06999969482422,-0.3092311059907832,100.83026129032258,102.80645161290322,109.99354838709678,98.20486016549366,0.0855806
2019-03-03,480255.73071577755,26673088.416523073,-54468820.47462727,48282900.34548222,94390.31,397594.03,491984.3271973276,0.0,0.0,-4343.057620072932,-7385.538861477192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,3,6,1,0,1,65.06999969482422,-0.3092717357910904,100.82572258064516,102.81290322580644,109.78709677419356,98.31628626726136,0.0870069433333333
2019-03-04,462944.57354208425,27136032.990065157,-54469251.60082157,48300897.710135005,90988.16,383262.24,474250.4272324814,0.0,0.0,-4186.514762471839,-7119.338927925297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,4,0,0,0,0,65.66999816894531,-0.3093123655913977,100.82118387096774,102.81935483870969,109.58064516129032,98.42771236902902,0.0884332866666666
2019-03-05,-27045.245823685425,27108987.74424147,-53990910.9684245,48328469.418418795,88828.45,374163.8,462992.24076864414,0.0,0.0,-4087.136866917473,-6950.349725412114,0.0,0.0,0.0,0.0,-75000.0,-59000.0,0.0,0.0,0.0,-345000.0,2019,3,5,1,0,0,0,65.86000061035156,-0.3093529953917049,100.81664516129032,102.8258064516129,109.3741935483871,98.53913847079671,0.08985963
2019-03-06,502829.17446003197,27611816.918701503,-53990067.77945401,48293014.99917399,98827.7,416281.43,515109.1236067892,0.0,0.0,-4547.212850876684,-7732.73629588056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,6,2,0,0,0,65.98999786376953,-0.3093936251920121,100.8121064516129,102.83225806451613,109.16774193548387,98.6505645725644,0.0912859733333333
2019-03-07,533367.4008077721,28145184.319509275,-54468227.865951374,48257692.46018299,104830.04,441563.13,546393.1717375375,0.0,0.0,-4823.384433361404,-8202.386496403977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,7,3,0,0,0,66.30000305175781,-0.3094342549923193,100.80756774193549,102.83870967741936,108.96129032258064,98.7619906743321,0.0927123166666666
2019-03-08,574919.727994576,28720104.04750385,-54467497.17948593,48226943.36954425,112997.19,475963.11,588960.3081091583,0.0,0.0,-5199.160407138662,-8841.41970744371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,8,4,0,0,0,65.73999786376953,-0.3094748847926266,100.80302903225808,102.84516129032258,108.7548387096774,98.8734167760998,0.09413866
2019-03-09,509902.98650927335,29230007.034013122,-54469355.04502659,48304768.67541097,100218.76,422136.99,522355.76509612374,0.0,0.0,-4611.202082927016,-7841.576503923343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,9,5,1,0,1,65.73999786376953,-0.3095155145929338,100.79849032258063,102.8516129032258,108.5483870967742,98.98484287786746,0.0955650033333333
2019-03-10,-11048045.509713845,18181961.52429928,-42937597.77595706,48319726.17977015,95141.78,400750.64,495892.4268758444,0.0,-11532116.01157969,-4377.597334229721,-7444.327675769901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,3,10,6,1,0,1,65.73999786376953,-0.309556144393241,100.79395161290324,102.85806451612903,108.34193548387096,99.09626897963516,0.0969913466666666
