date,day_sin,day_cos,weekday_sin,weekday_cos,month_sin,month_cos,weekend,holiday,actual_holiday,oil_price,euribor,consumer_confidence,inflation_index,consumer_prices,fao,pandemic_uncertainty,daily_nonfood_sales,daily_food_sales,daily_total_sales,supplier_revenue_monthly,cogs_payment,pos_commission_rate,waste_rate,daily_salary,services,logistics,marketing,it,admin,other,insurance,taxes,rent,cash_balance,net_inflow
2019-01-11,0.7907757369376989,-0.6121059825476626,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,60.47999954223633,-0.3081451612903226,101.17941612903226,102.43225806451612,110.3,99.9321753181428,0.0142634333333333,112545.74,474144.07,586689.8030046092,0.0,0.0,-5178.734153935638,-8806.191273587872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5845945.827452897,572704.8775770857
2019-01-12,0.6513724827222223,-0.758758122692791,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,60.47999954223633,-0.3081596774193548,101.17246774193548,102.43548387096774,110.3,99.87907087612471,0.0156897766666666,98227.36,413820.88,512048.2331777687,0.0,0.0,-4519.87601580315,-7685.84188719406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6345788.342727669,499842.5152747714
2019-01-13,0.48530196253108104,-0.8743466161445821,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,60.47999954223633,-0.3081741935483871,101.16551935483872,102.43870967741935,110.3,99.82596643410662,0.01711612,95149.62,400853.52,496003.13745362224,0.0,0.0,-4378.25090471597,-7445.022291496973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6829968.206985078,484179.8642574093
2019-01-14,0.29936312297335804,-0.9541392564000488,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,58.9900016784668,-0.3081887096774193,101.15857096774194,102.44193548387098,110.3,99.77286199208854,0.0185424633333333,90288.34,380372.29,470660.6246350763,0.0,0.0,-4154.556424521097,-7064.646665912207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7289409.62852972,459441.421544643
2019-01-15,0.10116832198743272,-0.994869323391895,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,60.63999938964844,-0.3082032258064516,101.15162258064515,102.4451612903226,110.3,99.71975755007044,0.0199688066666666,88332.75,372132.58,460465.3535224157,0.0,0.0,-4064.567392155488,-6911.6309504843,0.0,-570000.0,-223210.74848790324,-110000.0,0.0,0.0,-116109.62701612904,0.0,0.0,0.0,6719578.4082054645,-569831.2203242563
2019-01-16,-0.10116832198743204,-0.9948693233918952,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,61.31999969482422,-0.3082177419354838,101.1446741935484,102.4483870967742,110.3,99.66665310805236,0.02139515,96978.38,408554.03,505532.40570483246,0.0,0.0,-4462.384029231844,-7588.109447383927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7213060.320433681,493481.9122282167
2019-01-17,-0.2993631229733582,-0.9541392564000488,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,61.18000030517578,-0.3082322580645161,101.1377258064516,102.4516129032258,110.3,99.61354866603426,0.0228214933333333,101416.98,427251.75,528668.7343074132,0.0,0.0,-4666.616824321353,-7935.407187756746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7729127.030729016,516066.7102953352
2019-01-18,-0.4853019625310808,-0.8743466161445822,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,62.70000076293945,-0.3082467741935484,101.13077741935484,102.45483870967742,110.3,99.56044422401618,0.0242478366666666,113569.73,478447.75,592017.5081373878,0.0,0.0,-5225.810307212008,-8886.3035231501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8307032.425036042,577905.3943070257
2019-01-19,-0.651372482722222,-0.7587581226927911,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,62.70000076293945,-0.3082612903225806,101.12382903225809,102.45806451612904,110.3,99.50733978199808,0.02567418,97315.73,409971.38,507287.0989048875,0.0,0.0,-4477.890596362478,-7614.500382989445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8802227.132961577,495194.7079255355
2019-01-20,-0.7907757369376986,-0.6121059825476627,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,62.70000076293945,-0.3082758064516129,101.11688064516127,102.46129032258064,110.3,99.45423533998,0.0271005233333333,92554.26,389911.0500000001,482465.3146650157,0.0,0.0,-4258.791064572169,-7241.936235448685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9273191.720326573,470964.58736499486
2019-01-21,-0.8978045395707417,-0.44039415155763423,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,62.70000076293945,-0.3082903225806451,101.10993225806452,102.46451612903226,110.3,99.4011308979619,0.0285268666666666,94544.17,398292.87,492837.03441243176,0.0,0.0,-4350.3494854876335,-7397.635707568311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9754280.769545948,481089.0492193758
2019-01-22,-0.9680771188662041,-0.2506525322587213,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,61.5,-0.3083048387096774,101.10298387096776,102.46774193548389,110.3,99.3480264559438,0.02995321,90315.97,380479.28,470795.25942334783,0.0,0.0,-4155.788745795934,-7066.798128491853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10213853.442095008,459572.67254906
2019-01-23,-0.9987165071710528,-0.05064916883871355,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,61.13999938964844,-0.3083193548387097,101.09603548387098,102.47096774193548,110.3,99.29492201392571,0.0313795533333333,97991.53,412813.19,510804.70390228793,0.0,0.0,-4508.964775963755,-7667.371303082171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10712481.80991825,498628.3678232421
2019-01-24,-0.9884683243281114,0.15142777750457667,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,61.09000015258789,-0.3083338709677419,101.0890870967742,102.47419354838708,110.3,99.24181757190765,0.0328058966666666,100859.12,424892.36,525751.4342474069,0.0,0.0,-4640.908390283822,-7891.745690661384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11225700.590084711,513218.78016646166
2019-01-25,-0.9377521321470804,0.3473052528448203,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,61.63999938964844,-0.3083483870967742,101.08213870967742,102.47741935483872,110.3,99.18871312988956,0.03423224,129215.77,544349.64,673565.3983147201,0.0,0.0,-5945.698354273896,-10110.517572877752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11883209.77247228,657509.1823875685
2019-01-26,-0.8486442574947509,0.5289640103269624,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,61.63999938964844,-0.3083629032258064,101.07519032258064,102.48064516129033,110.3,99.13560868787144,0.0356585833333333,113898.24,479819.71,593717.9538880547,0.0,0.0,-5240.8756836433,-8911.992358459658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12462774.858318232,579565.0858459517
2019-01-27,-0.72479278722912,0.6889669190756865,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,61.63999938964844,-0.3083774193548387,101.06824193548388,102.48387096774194,110.3,99.08250424585336,0.0370849266666666,107099.66,451177.94,558277.6053969885,0.0,0.0,-4928.04263126889,-8380.035075085607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13007744.386008866,544969.5276906339
2019-01-28,-0.5712682150947924,0.8207634412072763,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,59.93000030517578,-0.3083919354838709,101.0612935483871,102.48709677419356,110.3,99.02939980383528,0.03851127,107492.53,452831.54,560324.0868922354,0.0,0.0,-4946.11391614164,-8410.773239390048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13554711.58574557,546967.1997367037
2019-01-29,-0.3943558551133187,0.9189578116202306,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,61.31999969482422,-0.3084064516129032,101.05434516129031,102.49032258064516,110.3,98.9762953618172,0.0399376133333333,103371.42,435469.27,538840.7301325845,0.0,0.0,-4756.481540237125,-8088.314968782861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14080707.519369137,525995.9336235644
2019-01-30,-0.20129852008866114,0.9795299412524943,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,61.650001525878906,-0.3084209677419355,101.04739677419356,102.49354838709678,110.3,98.9231909197991,0.0413639566666666,112071.94,472120.14,584192.0857231257,0.0,0.0,-5156.816031306847,-8769.085621936867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14650973.703439018,570266.1840698819
2019-01-31,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,61.88999938964844,-0.3084354838709677,101.04044838709676,102.4967741935484,110.3,98.87008647778102,0.0427903,117388.84,494516.8,611905.631806213,104000.0,0.0,-5401.457879030512,-9185.104442202071,-1571483.7449596776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13780809.02796432,-870164.675474697
2019-02-01,0.20129852008866006,0.9795299412524945,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,61.869998931884766,-0.30845,101.0335,102.5,110.3,98.81698203576292,0.0442166433333333,116469.96,490644.46,607114.4108324213,0.0,0.0,-5359.171562477148,-9113.206247199423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14373451.060987065,592642.0330227447
2019-02-02,0.39435585511331855,0.9189578116202306,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,61.869998931884766,-0.3084764455782313,101.02640357142856,102.51071428571429,110.29642857142856,98.7911410367616,0.0456429866666666,98890.0,416585.31,515475.3022400332,0.0,0.0,-4550.253059720227,-7737.657862865831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14876638.452304512,503187.3913174471
2019-02-03,0.5712682150947923,0.8207634412072763,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,61.869998931884766,-0.3085028911564625,101.01930714285714,102.52142857142856,110.29285714285714,98.76530003776028,0.04706933,93295.55,393016.88,486312.45672304666,0.0,0.0,-4292.8296665895205,-7299.919342536612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15351358.160018433,474719.70771392056
2019-02-04,0.72479278722912,0.6889669190756866,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,62.5099983215332,-0.3085293367346938,101.01221071428571,102.53214285714286,110.28928571428573,98.73945903875897,0.0484956733333333,93805.27,395162.93,488968.23022933584,0.0,0.0,-4316.278696801897,-7339.801545284592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15828670.310005682,477312.1499872493
2019-02-05,0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,61.97999954223633,-0.3085557823129251,101.00511428571428,102.54285714285714,110.28571428571428,98.71361803975763,0.0499220166666666,89023.31,375017.26,464040.58714693744,0.0,0.0,-4096.239858391687,-6965.634007339676,0.0,0.0,0.0,0.0,-75000.0,-59000.0,0.0,0.0,0.0,-345000.0,15802649.023286888,-26021.286718793894
2019-02-06,0.9377521321470804,0.3473052528448203,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,62.68999862670898,-0.3085822278911564,100.99801785714286,102.55357142857144,110.28214285714286,98.68777704075632,0.05134836,98112.76,413306.02,511418.8013173488,0.0,0.0,-4514.46900495944,-7676.837973942554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16301876.517625336,499227.4943384468
2019-02-07,0.9884683243281114,0.1514277775045767,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,61.630001068115234,-0.3086086734693877,100.99092142857144,102.56428571428572,110.27857142857142,98.661936041755,0.0527747033333333,100095.26,421656.07,521751.31735753606,0.0,0.0,-4605.683732823716,-7831.956166626047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16811190.19508342,509313.6774580863
2019-02-08,0.9987165071710528,-0.05064916883871264,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,62.09999847412109,-0.308635119047619,100.983825,102.575,110.275,98.63609504275368,0.0542010466666666,111115.15,468076.41,579191.5749045791,0.0,0.0,-5112.735991676904,-8694.206248071445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17376574.827748254,565384.6326648308
2019-02-09,0.9680771188662043,-0.2506525322587204,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,62.09999847412109,-0.3086615646258503,100.97672857142858,102.58571428571427,110.27142857142856,98.61025404375236,0.05562739,99248.02,418084.37,517332.3915832164,0.0,0.0,-4566.688351466189,-7765.660116647745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17881574.870863352,505000.04311510245
2019-02-10,0.8978045395707416,-0.4403941515576344,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,62.09999847412109,-0.3086880102040816,100.96963214285717,102.59642857142858,110.26785714285714,98.58441304475105,0.0570537333333333,95894.09,403954.62,499848.695525989,0.0,0.0,-4412.359038002597,-7503.230354253229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18369507.97699709,487933.1061337332
2019-02-11,0.7907757369376989,-0.6121059825476626,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,61.5099983215332,-0.3087144557823129,100.96253571428572,102.60714285714286,110.26428571428572,98.55857204574971,0.0584800766666666,93111.64,392232.4,485344.02270773554,0.0,0.0,-4284.326280167411,-7285.51758886053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18843282.1558358,473774.1788387076
2019-02-12,0.6513724827222223,-0.758758122692791,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,62.41999816894531,-0.3087409013605441,100.95543928571428,102.61785714285716,110.26071428571429,98.5327310467484,0.05990642,90540.55,381400.48,471941.02300544106,0.0,0.0,-4166.018143943576,-7084.3410818343655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19303972.819615457,460690.6637796631
2019-02-13,0.48530196253108104,-0.8743466161445821,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,63.61000061035156,-0.3087673469387754,100.94834285714286,102.62857142857143,110.25714285714284,98.50689004774708,0.0613327633333333,97310.55,409917.69,507228.2359105407,0.0,0.0,-4477.518837398849,-7614.057707519688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19799109.47898108,495136.65936562215
2019-02-14,0.29936312297335804,-0.9541392564000488,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,64.56999969482422,-0.3087937925170067,100.94124642857145,102.63928571428572,110.25357142857143,98.48104904874576,0.0627591066666666,100483.84,423283.75,523767.5778459759,0.0,0.0,-4623.524737164534,-7862.349815330367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20310391.18227456,511281.7032934809
2019-02-15,0.10116832198743272,-0.994869323391895,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,66.25,-0.308820238095238,100.93415,102.65,110.25,98.45520804974444,0.06418545,111553.81,469914.01,581467.811548788,0.0,0.0,-5132.876607698945,-8728.516497310406,0.0,-569741.6137805984,-223847.7608816964,-110000.0,0.0,0.0,-116440.98772321428,0.0,0.0,0.0,19857967.23833283,-452423.9439417304
2019-02-16,-0.10116832198743204,-0.9948693233918952,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,66.25,-0.3088466836734693,100.92705357142856,102.66071428571428,110.24642857142857,98.42936705074312,0.0656117933333333,97749.9,411764.55,509514.44009106135,0.0,0.0,-4497.71793302287,-7648.429472197031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20355335.531018674,497368.29268584144
2019-02-17,-0.2993631229733582,-0.9541392564000488,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,66.25,-0.3088731292517006,100.91995714285714,102.67142857142856,110.24285714285716,98.4035260517418,0.0670381366666666,95835.47,403698.97,499534.4470571962,0.0,0.0,-4409.625786559205,-7498.635007916021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20842961.7172814,487626.18626272096
2019-02-18,-0.4853019625310808,-0.8743466161445822,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,66.25,-0.3088995748299318,100.91286071428571,102.68214285714284,110.23928571428571,98.37768505274047,0.06846448,92774.99,390805.71,483580.7037931871,0.0,0.0,-4268.800207309649,-7259.16633957666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21315014.45452769,472052.7372463008
2019-02-19,-0.651372482722222,-0.7587581226927911,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,66.44999694824219,-0.3089260204081631,100.90576428571428,102.69285714285714,110.23571428571428,98.35184405373916,0.0698908233333333,87845.5,370039.64,457885.1638553246,0.0,0.0,-4041.9786070945415,-6873.459279815335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21761984.18049611,446969.72596841474
2019-02-20,-0.7907757369376986,-0.6121059825476627,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,67.08000183105469,-0.3089524659863944,100.89866785714284,102.70357142857142,110.23214285714286,98.32600305473784,0.0713171666666666,97802.62,411981.56,509784.1982311154,0.0,0.0,-4500.122968622249,-7652.549949751636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22259615.70580885,497631.5253127415
2019-02-21,-0.8978045395707417,-0.44039415155763423,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,67.06999969482422,-0.3089789115646257,100.89157142857142,102.71428571428572,110.22857142857144,98.30016205573652,0.07274351,101873.46,429128.18,531001.6647167198,0.0,0.0,-4687.426484788707,-7971.071375683948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22777958.8726651,518343.1668562472
2019-02-22,-0.9680771188662041,-0.2506525322587213,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,0,67.12000274658203,-0.309005357142857,100.884475,102.725,110.225,98.2743210567352,0.0741698533333333,111571.89,469980.08,581551.975288779,0.0,0.0,-5133.667010002991,-8729.92187266027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23345647.259071216,567688.3864061157
2019-02-23,-0.9987165071710528,-0.05064916883871355,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1,1,0,67.12000274658203,-0.3090318027210883,100.87737857142858,102.73571428571428,110.22142857142858,98.24848005773389,0.0755961966666666,99284.61,418220.39,517504.99513829127,0.0,0.0,-4568.296444651432,-7768.503773950787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23850815.453990903,505168.1949196891
2019-02-24,-0.9884683243281114,0.15142777750457667,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,1,1,0,67.12000274658203,-0.3090582482993196,100.87028214285716,102.74642857142857,110.21785714285714,98.22263905873255,0.07702254,95751.76,403337.49,499089.2230078166,0.0,0.0,-4405.736288135769,-7492.073641856337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24338006.867068727,487191.4130778245
2019-02-25,-0.9377521321470804,0.3473052528448203,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,64.76000213623047,-0.3090846938775509,100.86318571428572,102.75714285714284,110.21428571428572,98.19679805973124,0.0784488833333333,107950.92,454723.0,562673.93273637,0.0,0.0,-4967.040227407528,-8446.594624626865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24887267.164953064,549260.2978843356
2019-02-26,-0.8486442574947509,0.5289640103269624,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,65.20999908447266,-0.3091111394557821,100.85608928571428,102.76785714285714,110.21071428571427,98.17095706072992,0.0798752266666666,102730.85,432732.97,535463.8166588689,0.0,0.0,-4726.847436017295,-8038.147944474788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25409965.986231443,522698.82127837685
2019-02-27,-0.72479278722912,0.6889669190756865,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,66.38999938964844,-0.3091375850340134,100.84899285714286,102.77857142857142,110.20714285714286,98.1451160617286,0.08130157,111613.17,470146.64,581759.8262933096,0.0,0.0,-5135.53573246747,-8733.143594681593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25977857.1331976,567891.1469661605
2019-02-28,-0.5712682150947924,0.8207634412072763,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,66.02999877929688,-0.3091640306122447,100.84189642857145,102.78928571428573,110.20357142857144,98.11927506272728,0.0827279133333333,118698.41,499990.06,618688.4782448576,104000.0,0.0,-5461.533859646932,-9287.52329518204,-1575968.540736607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25109828.013551023,-868029.1196465784
2019-03-01,0.20129852008866006,0.9795299412524945,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,65.06999969482422,-0.309190476190476,100.8348,102.8,110.2,98.09343406372597,0.0841542566666666,114805.54,483590.75,598396.3045737194,0.0,0.0,-5282.409665308319,-8982.925581347297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25693958.982878085,584130.9693270639
2019-03-02,0.39435585511331855,0.9189578116202306,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1,1,0,65.06999969482422,-0.3092311059907832,100.83026129032258,102.80645161290322,109.99354838709678,98.20486016549366,0.0855806,98049.27,413007.7,511056.95505703054,0.0,0.0,-4511.417819998586,-7671.834307823185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26192832.68580729,498873.7029292088
